CID100000159	35	Somnolence
CID100000159	7	Depression
CID100000159	1	Nervousness
CID100000159	35	Paraesthesia
CID100000160	NONE	NONE
CID100000175	NONE	NONE
CID100000187	NONE	NONE
CID100000191	1	Anxiety
CID100000191	35	Dysgeusia
CID100000191	24	Haemorrhage intracranial
CID100000191	35	Burning sensation
CID100000191	1	Agitation
CID100000191	35	Agitation
CID100000191	34	Scotoma
CID100000191	35	Sensory loss
CID100000191	1	Tension
CID100000191	34	Vision blurred
CID100000191	35	Dizziness
CID100000191	29	Headache
CID100000191	38	Convulsion
CID100000191	16	Hyperventilation
CID100000191	16	Throat tightness
CID100000191	35	Syncope
CID100000191	24	Cerebrovascular accident
CID100000191	35	Hypoaesthesia
CID100000191	35	Loss of consciousness
CID100000191	14	Affect lability
CID100000191	38	Grand mal convulsion
CID100000191	31	Tremor
CID100000191	20	Somnolence
CID100000191	35	Somnolence
CID100000191	1	Nervousness
CID100000191	14	Mood swings
CID100000191	35	Paraesthesia
CID100000191	26	Tinnitus
CID100000191	30	Intracranial pressure increased
CID100000206	29	Headache
CID100000206	38	Convulsion
CID100000206	20	Somnolence
CID100000206	35	Somnolence
CID100000206	5	Confusional state
CID100000206	35	Confusional state
CID100000206	35	Nervous system disorder
CID100000206	1	Agitation
CID100000206	35	Agitation
CID100000206	35	Loss of consciousness
CID100000206	35	Coma
CID100000206	15	Irritability
CID100000206	35	Dizziness
CID100000214	24	Haemorrhage intracranial
CID100000214	35	Burning sensation
CID100000214	35	Sensory loss
CID100000214	35	Dizziness
CID100000214	29	Headache
CID100000214	38	Convulsion
CID100000214	24	Cerebral haemorrhage
CID100000214	35	Syncope
CID100000214	35	Hypoaesthesia
CID100000214	35	Loss of consciousness
CID100000214	14	Lethargy
CID100000214	35	Lethargy
CID100000214	1	Nervousness
CID100000214	19	Erection increased
CID100000214	35	Mydriasis
CID100000222	NONE	NONE
CID100000232	29	Headache
CID100000232	35	Hypoaesthesia
CID100000232	14	Lethargy
CID100000232	35	Lethargy
CID100000232	35	Paraesthesia oral
CID100000232	35	Sensory loss
CID100000232	30	Brain oedema
CID100000244	35	Paraesthesia
CID100000244	35	Hypoaesthesia
CID100000244	35	Application site anaesthesia
CID100000247	29	Headache
CID100000247	15	Personality disorder
CID100000247	35	Dysgeusia
CID100000247	35	Nervous system disorder
CID100000247	1	Agitation
CID100000247	35	Agitation
CID100000247	17	Mental disorder
CID100000247	36	Urinary incontinence
CID100000247	15	Irritability
CID100000247	20	Sleep disorder
CID100000247	30	Brain oedema
CID100000271	5	Confusional state
CID100000271	35	Confusional state
CID100000271	35	Dysgeusia
CID100000271	20	Stupor
CID100000271	35	Stupor
CID100000271	35	Loss of consciousness
CID100000271	35	Paraesthesia
CID100000271	35	Coma
CID100000271	5	Delirium
CID100000271	35	Depressed level of consciousness
CID100000271	35	Syncope
CID100000271	35	Dizziness
CID100000297	NONE	NONE
CID100000298	29	Headache
CID100000298	5	Confusional state
CID100000298	35	Confusional state
CID100000298	35	Burning sensation
CID100000298	35	Nervous system disorder
CID100000298	37	Neuropathy peripheral
CID100000298	37	Neuritis
CID100000298	5	Delirium
CID100000303	35	Nervous system disorder
CID100000303	37	Neuropathy peripheral
CID100000305	NONE	NONE
CID100000311	4	Dysarthria
CID100000311	35	Dysarthria
CID100000311	5	Confusional state
CID100000311	35	Confusional state
CID100000311	35	Paraesthesia
CID100000311	14	Flat affect
CID100000311	14	Apathy
CID100000312	NONE	NONE
CID100000338	29	Headache
CID100000338	20	Somnolence
CID100000338	35	Somnolence
CID100000338	5	Confusional state
CID100000338	35	Confusional state
CID100000338	35	Dysgeusia
CID100000338	35	Burning sensation
CID100000338	14	Lethargy
CID100000338	35	Lethargy
CID100000338	10	Hallucination
CID100000338	26	Tinnitus
CID100000338	35	Dizziness
CID100000401	29	Headache
CID100000401	38	Convulsion
CID100000401	31	Tremor
CID100000401	20	Somnolence
CID100000401	35	Somnolence
CID100000401	4	Dysarthria
CID100000401	35	Dysarthria
CID100000401	5	Confusional state
CID100000401	35	Confusional state
CID100000401	18	Psychotic disorder
CID100000401	31	Paresis
CID100000401	35	Paraesthesia
CID100000401	35	Hyperreflexia
CID100000401	35	Neurological symptom
CID100000401	5	Disorientation
CID100000401	35	Disorientation
CID100000401	35	Coma
CID100000401	15	Aggression
CID100000401	35	Vertigo
CID100000401	38	Clonic convulsion
CID100000444	36	Hypertonia
CID100000444	31	Extrapyramidal disorder
CID100000444	13	Hypomania
CID100000444	1	Anxiety
CID100000444	20	Terminal insomnia
CID100000444	39	Terminal insomnia
CID100000444	31	Parkinsonism
CID100000444	31	Dyskinesia
CID100000444	15	Hostility
CID100000444	22	Self-injurious ideation
CID100000444	17	Mental disorder
CID100000444	15	Social avoidant behaviour
CID100000444	10	Delusion
CID100000444	34	Vision blurred
CID100000444	35	Dizziness
CID100000444	35	Ataxia
CID100000444	36	Muscular weakness
CID100000444	14	Euphoric mood
CID100000444	19	Painful ejaculation
CID100000444	20	Hypersomnia
CID100000444	39	Hypersomnia
CID100000444	16	Hyperventilation
CID100000444	5	Delirium
CID100000444	31	Tardive dyskinesia
CID100000444	31	Hypokinesia
CID100000444	7	Depressive symptom
CID100000444	35	Hypoaesthesia
CID100000444	34	Photophobia
CID100000444	36	Hypotonia
CID100000444	35	Loss of consciousness
CID100000444	2	Bruxism
CID100000444	35	Myoclonus
CID100000444	35	Hyperaesthesia
CID100000444	19	Female sexual arousal disorder
CID100000444	10	Hallucination
CID100000444	7	Feelings of worthlessness
CID100000444	1	Akathisia
CID100000444	31	Akathisia
CID100000444	22	Completed suicide
CID100000444	26	Tinnitus
CID100000444	36	Urinary incontinence
CID100000444	20	Initial insomnia
CID100000444	39	Initial insomnia
CID100000444	26	Parosmia
CID100000444	1	Panic attack
CID100000444	35	Dysgeusia
CID100000444	12	Trichotillomania
CID100000444	6	Amnesia
CID100000444	42	Amnesia
CID100000444	7	Depressed mood
CID100000444	29	Tension headache
CID100000444	1	Panic reaction
CID100000444	20	Poor quality sleep
CID100000444	39	Poor quality sleep
CID100000444	26	Hyperacusis
CID100000444	3	Disturbance in attention
CID100000444	42	Disturbance in attention
CID100000444	35	Nervous system disorder
CID100000444	40	Sciatica
CID100000444	31	Bradykinesia
CID100000444	15	Aggression
CID100000444	24	Cerebrovascular accident
CID100000444	20	Abnormal dreams
CID100000444	39	Abnormal dreams
CID100000444	31	Hyperkinesia
CID100000444	35	Nerve injury
CID100000444	14	Flat affect
CID100000444	13	Bipolar disorder
CID100000444	20	Sleep disorder
CID100000444	19	Orgasm abnormal
CID100000444	7	Feeling of despair
CID100000444	14	Lethargy
CID100000444	35	Lethargy
CID100000444	37	Neuropathy peripheral
CID100000444	14	Mood swings
CID100000444	22	Suicidal ideation
CID100000444	35	Paraesthesia
CID100000444	34	Diplopia
CID100000444	35	Mydriasis
CID100000444	20	Somnambulism
CID100000444	39	Somnambulism
CID100000444	41	Concussion
CID100000444	20	Middle insomnia
CID100000444	39	Middle insomnia
CID100000444	36	Muscle contractions involuntary
CID100000444	20	Insomnia
CID100000444	39	Insomnia
CID100000444	9	Depersonalisation
CID100000444	3	Aphasia
CID100000444	35	Aphasia
CID100000444	17	Enuresis
CID100000444	35	Sensory disturbance
CID100000444	5	Disorientation
CID100000444	35	Disorientation
CID100000444	1	Tension
CID100000444	4	Dysarthria
CID100000444	35	Dysarthria
CID100000444	10	Perseveration
CID100000444	14	Anger
CID100000444	35	Coordination abnormal
CID100000444	19	Erectile dysfunction
CID100000444	35	Syncope
CID100000444	14	Dysphoria
CID100000444	10	Thinking abnormal
CID100000444	35	Thinking abnormal
CID100000444	15	Irritability
CID100000444	14	Affect lability
CID100000444	35	Vertigo
CID100000444	31	Tremor
CID100000444	19	Sexual dysfunction
CID100000444	19	Libido increased
CID100000444	35	Motion sickness
CID100000444	13	Bipolar I disorder
CID100000444	10	Derealisation
CID100000444	3	Dyslexia
CID100000444	35	Dyslexia
CID100000444	6	Memory impairment
CID100000444	42	Memory impairment
CID100000444	35	Hypoaesthesia oral
CID100000444	40	Hypertonic bladder
CID100000444	14	Premenstrual syndrome
CID100000444	17	Drug withdrawal syndrome
CID100000444	19	Disturbance in sexual arousal
CID100000444	5	Confusional state
CID100000444	35	Confusional state
CID100000444	17	Drug abuse
CID100000444	19	Dyspareunia
CID100000444	29	Sinus headache
CID100000444	13	Mania
CID100000444	1	Agitation
CID100000444	35	Agitation
CID100000444	36	Muscle rigidity
CID100000444	22	Suicide attempt
CID100000444	37	Nerve compression
CID100000444	29	Headache
CID100000444	38	Convulsion
CID100000444	19	Libido decreased
CID100000444	35	Paraesthesia oral
CID100000444	35	Depressed level of consciousness
CID100000444	1	Stress
CID100000444	36	Orthostatic hypotension
CID100000444	35	Neuralgia
CID100000444	14	Apathy
CID100000444	15	Paranoia
CID100000444	10	Hallucination, auditory
CID100000444	17	Altered state of consciousness
CID100000444	35	Altered state of consciousness
CID100000444	20	Nightmare
CID100000444	20	Somnolence
CID100000444	35	Somnolence
CID100000444	31	Akinesia
CID100000444	1	Nervousness
CID100000444	37	Carpal tunnel syndrome
CID100000444	35	Coma
CID100000444	29	Migraine
CID100000444	18	Psychotic disorder
CID100000450	36	Hypertonia
CID100000450	36	Nuchal rigidity
CID100000450	1	Anxiety
CID100000450	31	Dyskinesia
CID100000450	17	Mental disorder
CID100000450	35	Dizziness
CID100000450	24	Cerebrovascular disorder
CID100000450	35	Hypoaesthesia
CID100000450	35	Loss of consciousness
CID100000450	35	Hyperaesthesia
CID100000450	35	Myoclonus
CID100000450	26	Tinnitus
CID100000450	36	Urinary incontinence
CID100000450	35	Dysgeusia
CID100000450	6	Amnesia
CID100000450	42	Amnesia
CID100000450	10	Bradyphrenia
CID100000450	42	Bradyphrenia
CID100000450	26	Optic neuritis
CID100000450	29	Tension headache
CID100000450	35	Nervous system disorder
CID100000450	6	Dementia
CID100000450	42	Dementia
CID100000450	24	Cerebrovascular accident
CID100000450	38	Epilepsy
CID100000450	19	Vaginismus
CID100000450	14	Lethargy
CID100000450	35	Lethargy
CID100000450	37	Neuropathy peripheral
CID100000450	14	Mood swings
CID100000450	35	Paraesthesia
CID100000450	37	Neuritis
CID100000450	36	Muscle contractions involuntary
CID100000450	20	Insomnia
CID100000450	39	Insomnia
CID100000450	3	Aphasia
CID100000450	35	Aphasia
CID100000450	35	Sensory loss
CID100000450	1	Tension
CID100000450	4	Dysarthria
CID100000450	35	Dysarthria
CID100000450	14	Emotional disorder
CID100000450	35	Syncope
CID100000450	19	Loss of libido
CID100000450	15	Irritability
CID100000450	14	Affect lability
CID100000450	35	Vertigo
CID100000450	31	Tremor
CID100000450	19	Libido increased
CID100000450	7	Depression
CID100000450	24	Transient ischaemic attack
CID100000450	19	Disturbance in sexual arousal
CID100000450	5	Confusional state
CID100000450	35	Confusional state
CID100000450	29	Sinus headache
CID100000450	1	Agitation
CID100000450	35	Agitation
CID100000450	34	Blindness
CID100000450	33	Meningioma
CID100000450	29	Headache
CID100000450	19	Libido decreased
CID100000450	35	Gait disturbance
CID100000450	31	Hemiparesis
CID100000450	31	Chorea
CID100000450	20	Somnolence
CID100000450	35	Somnolence
CID100000450	36	Incontinence
CID100000450	1	Nervousness
CID100000450	37	Carpal tunnel syndrome
CID100000450	29	Migraine
CID100000453	17	Mental disorder
CID100000453	10	Morbid thoughts
CID100000453	34	Vision blurred
CID100000453	35	Dizziness
CID100000453	29	Headache
CID100000453	38	Convulsion
CID100000453	4	Dysphonia
CID100000453	35	Dysphonia
CID100000453	35	Nervous system disorder
CID100000453	16	Hyperventilation
CID100000453	35	Vertigo
CID100000453	1	Nervousness
CID100000453	36	Urinary incontinence
CID100000453	20	Initial insomnia
CID100000453	39	Initial insomnia
CID100000564	29	Headache
CID100000564	24	Cerebrovascular accident
CID100000564	38	Convulsion
CID100000564	5	Confusional state
CID100000564	35	Confusional state
CID100000564	36	Muscular weakness
CID100000564	10	Hallucination
CID100000564	35	Loss of consciousness
CID100000564	5	Delirium
CID100000564	26	Tinnitus
CID100000564	30	Intracranial pressure increased
CID100000564	35	Syncope
CID100000564	35	Dizziness
CID100000581	20	Somnolence
CID100000581	35	Somnolence
CID100000581	14	Dysphoria
CID100000581	35	Gait disturbance
CID100000581	35	Loss of consciousness
CID100000581	10	Thinking abnormal
CID100000581	35	Thinking abnormal
CID100000581	16	Throat tightness
CID100000581	35	Syncope
CID100000581	35	Dizziness
CID100000596	40	Spinal cord disorder
CID100000596	6	Memory impairment
CID100000596	42	Memory impairment
CID100000596	36	Nuchal rigidity
CID100000596	1	Anxiety
CID100000596	5	Confusional state
CID100000596	35	Confusional state
CID100000596	20	Insomnia
CID100000596	39	Insomnia
CID100000596	1	Agitation
CID100000596	35	Agitation
CID100000596	6	Amnesia
CID100000596	42	Amnesia
CID100000596	3	Cognitive disorder
CID100000596	42	Cognitive disorder
CID100000596	34	Blindness
CID100000596	31	Diplegia
CID100000596	35	Meningism
CID100000596	35	Sensory loss
CID100000596	17	Mental disorder
CID100000596	35	Neurotoxicity
CID100000596	34	Vision blurred
CID100000596	35	Dizziness
CID100000596	29	Headache
CID100000596	38	Convulsion
CID100000596	36	Muscular weakness
CID100000596	35	Nervous system disorder
CID100000596	15	Personality change
CID100000596	35	Personality change
CID100000596	28	Leukoencephalopathy
CID100000596	35	Gait disturbance
CID100000596	35	Neurological symptom
CID100000596	37	Peripheral sensory neuropathy
CID100000596	31	Monoplegia
CID100000596	35	Syncope
CID100000596	35	Reflexes abnormal
CID100000596	35	Hypoaesthesia
CID100000596	34	Photophobia
CID100000596	31	Paraparesis
CID100000596	26	Cranial nerve paralysis
CID100000596	35	Cerebellar syndrome
CID100000596	35	Loss of consciousness
CID100000596	31	Hemiplegia
CID100000596	37	Guillain-Barre syndrome
CID100000596	17	Altered state of consciousness
CID100000596	35	Altered state of consciousness
CID100000596	31	Tremor
CID100000596	20	Somnolence
CID100000596	35	Somnolence
CID100000596	36	Incontinence
CID100000596	7	Depression
CID100000596	14	Lethargy
CID100000596	35	Lethargy
CID100000596	37	Neuropathy peripheral
CID100000596	23	Meningitis
CID100000596	35	Paraesthesia
CID100000596	37	Neuritis
CID100000596	31	Paraplegia
CID100000596	35	Coma
CID100000596	36	Urinary incontinence
CID100000596	23	Arachnoiditis
CID100000596	40	Cauda equina syndrome
CID100000596	18	Psychotic disorder
CID100000596	30	Hydrocephalus
CID100000598	29	Headache
CID100000598	38	Convulsion
CID100000598	34	Photophobia
CID100000598	20	Somnolence
CID100000598	35	Somnolence
CID100000598	1	Anxiety
CID100000598	5	Confusional state
CID100000598	35	Confusional state
CID100000598	35	Dysgeusia
CID100000598	20	Insomnia
CID100000598	39	Insomnia
CID100000598	35	Paraesthesia
CID100000598	35	Hyperaesthesia
CID100000598	35	Dizziness
CID100000612	NONE	NONE
CID100000679	NONE	NONE
CID100000681	29	Headache
CID100000681	1	Anxiety
CID100000698	31	Chorea
CID100000698	29	Headache
CID100000698	24	Cerebrovascular accident
CID100000698	7	Depression
CID100000698	1	Nervousness
CID100000698	14	Mood swings
CID100000698	38	Epilepsy
CID100000698	6	Dementia
CID100000698	42	Dementia
CID100000698	1	Tension
CID100000698	29	Migraine
CID100000698	15	Irritability
CID100000698	35	Dizziness
CID100000699	36	Hypertonia
CID100000699	1	Anxiety
CID100000699	20	Insomnia
CID100000699	39	Insomnia
CID100000699	1	Tension
CID100000699	17	Mental disorder
CID100000699	26	Optic neuritis
CID100000699	35	Dizziness
CID100000699	29	Headache
CID100000699	35	Nervous system disorder
CID100000699	6	Dementia
CID100000699	42	Dementia
CID100000699	31	Chorea
CID100000699	24	Cerebrovascular accident
CID100000699	38	Epilepsy
CID100000699	15	Irritability
CID100000699	35	Vertigo
CID100000699	20	Somnolence
CID100000699	35	Somnolence
CID100000699	7	Depression
CID100000699	1	Nervousness
CID100000699	14	Mood swings
CID100000699	35	Paraesthesia
CID100000699	29	Migraine
CID100000699	32	Meningioma benign
CID100000700	31	Spinal cord paralysis
CID100000727	29	Headache
CID100000727	38	Convulsion
CID100000727	35	Paraesthesia
CID100000727	35	Dizziness
CID100000738	29	Headache
CID100000738	7	Depression
CID100000738	37	Neuropathy peripheral
CID100000738	20	Insomnia
CID100000738	39	Insomnia
CID100000738	17	Mental disorder
CID100000738	35	Dizziness
CID100000750	38	Convulsion
CID100000750	28	Encephalopathy
CID100000750	35	Vertigo
CID100000750	34	Blindness transient
CID100000750	35	Coma
CID100000750	34	Vision blurred
CID100000750	35	Dizziness
CID100000753	35	Loss of consciousness
CID100000753	35	Syncope
CID100000753	35	Dizziness
CID100000767	35	Hypoaesthesia
CID100000767	1	Anxiety
CID100000767	5	Confusional state
CID100000767	35	Confusional state
CID100000767	35	Paraesthesia
CID100000767	35	Sensory loss
CID100000767	15	Irritability
CID100000772	29	Headache
CID100000772	31	Paralysis
CID100000772	5	Confusional state
CID100000772	35	Confusional state
CID100000772	24	Haemorrhage intracranial
CID100000772	24	Spinal haematoma
CID100000774	1	Anxiety
CID100000774	35	Dysgeusia
CID100000774	20	Insomnia
CID100000774	39	Insomnia
CID100000774	17	Mental disorder
CID100000774	35	Dizziness
CID100000774	29	Headache
CID100000774	35	Nervous system disorder
CID100000774	35	Vertigo
CID100000774	35	Paraesthesia
CID100000785	NONE	NONE
CID100000813	31	Paralysis flaccid
CID100000813	4	Dysarthria
CID100000813	35	Dysarthria
CID100000813	31	Respiratory paralysis
CID100000813	5	Confusional state
CID100000813	35	Confusional state
CID100000813	35	Areflexia
CID100000813	35	Paraesthesia
CID100000813	14	Flat affect
CID100000813	14	Apathy
CID100000815	29	Headache
CID100000815	31	Paralysis
CID100000815	35	Meniere's disease
CID100000815	35	Nystagmus
CID100000815	35	Paraesthesia
CID100000815	26	Tinnitus
CID100000815	35	Neurotoxicity
CID100000815	35	Vertigo
CID100000838	24	Cerebrovascular accident
CID100000838	6	Memory impairment
CID100000838	42	Memory impairment
CID100000838	35	Hypoaesthesia
CID100000838	20	Somnolence
CID100000838	35	Somnolence
CID100000838	35	Nervous system disorder
CID100000838	1	Panic reaction
CID100000838	1	Nervousness
CID100000838	20	Insomnia
CID100000838	39	Insomnia
CID100000838	1	Agitation
CID100000838	35	Agitation
CID100000838	10	Hallucination
CID100000838	35	Paraesthesia
CID100000838	24	Cerebral haemorrhage
CID100000838	31	Hemiplegia
CID100000838	5	Disorientation
CID100000838	35	Disorientation
CID100000838	35	Mydriasis
CID100000838	24	Central nervous system haemorrhage
CID100000838	1	Tension
CID100000838	17	Mental disorder
CID100000838	18	Psychotic disorder
CID100000838	24	Subarachnoid haemorrhage
CID100000838	35	Dizziness
CID100000853	29	Headache
CID100000853	38	Convulsion
CID100000853	31	Tremor
CID100000853	1	Anxiety
CID100000853	5	Confusional state
CID100000853	35	Confusional state
CID100000853	36	Muscular weakness
CID100000853	31	Hyperkinesia
CID100000853	20	Insomnia
CID100000853	39	Insomnia
CID100000853	1	Nervousness
CID100000853	1	Agitation
CID100000853	35	Agitation
CID100000853	14	Mood swings
CID100000853	24	Cerebral artery embolism
CID100000853	5	Disorientation
CID100000853	35	Disorientation
CID100000853	35	Coma
CID100000853	1	Tension
CID100000853	15	Irritability
CID100000853	30	Benign intracranial hypertension
CID100000853	14	Affect lability
CID100000861	NONE	NONE
CID100000888	35	Depressed level of consciousness
CID100000888	31	Paralysis flaccid
CID100000888	20	Stupor
CID100000888	35	Stupor
CID100000888	31	Respiratory paralysis
CID100000896	6	Memory impairment
CID100000896	42	Memory impairment
CID100000896	19	Disturbance in sexual arousal
CID100000896	20	Terminal insomnia
CID100000896	39	Terminal insomnia
CID100000896	1	Anxiety
CID100000896	20	Insomnia
CID100000896	39	Insomnia
CID100000896	1	Agitation
CID100000896	35	Agitation
CID100000896	7	Depressed mood
CID100000896	5	Disorientation
CID100000896	35	Disorientation
CID100000896	1	Tension
CID100000896	17	Mental disorder
CID100000896	34	Vision blurred
CID100000896	35	Dizziness
CID100000896	29	Headache
CID100000896	3	Disturbance in attention
CID100000896	42	Disturbance in attention
CID100000896	35	Nervous system disorder
CID100000896	38	Dreamy state
CID100000896	15	Aggression
CID100000896	35	Syncope
CID100000896	1	Stress
CID100000896	20	Abnormal dreams
CID100000896	39	Abnormal dreams
CID100000896	35	Loss of consciousness
CID100000896	35	Restless legs syndrome
CID100000896	15	Irritability
CID100000896	14	Affect lability
CID100000896	35	Vertigo
CID100000896	20	Nightmare
CID100000896	20	Somnolence
CID100000896	35	Somnolence
CID100000896	19	Libido increased
CID100000896	34	Visual acuity reduced
CID100000896	35	Vertigo positional
CID100000896	14	Lethargy
CID100000896	35	Lethargy
CID100000896	1	Nervousness
CID100000896	14	Mood swings
CID100000896	35	Paraesthesia
CID100000896	29	Migraine
CID100000923	1	Anxiety
CID100000923	35	Dysgeusia
CID100000923	5	Disorientation
CID100000923	35	Disorientation
CID100000923	34	Vision blurred
CID100000923	35	Dizziness
CID100000923	29	Headache
CID100000923	38	Convulsion
CID100000923	16	Throat tightness
CID100000923	35	Syncope
CID100000923	24	Cerebrovascular accident
CID100000923	35	Hypoaesthesia
CID100000923	35	Loss of consciousness
CID100000923	15	Irritability
CID100000923	35	Paraesthesia
CID100000937	36	Hypertonia
CID100000937	19	Disturbance in sexual arousal
CID100000937	36	Faecal incontinence
CID100000937	35	Burning sensation
CID100000937	20	Insomnia
CID100000937	39	Insomnia
CID100000937	1	Tension
CID100000937	34	Vision blurred
CID100000937	35	Dizziness
CID100000937	29	Headache
CID100000937	36	Muscular weakness
CID100000937	16	Hyperventilation
CID100000937	19	Erectile dysfunction
CID100000937	35	Syncope
CID100000937	31	Hypokinesia
CID100000937	35	Hypoaesthesia
CID100000937	36	Orthostatic hypotension
CID100000937	35	Loss of consciousness
CID100000937	35	Vertigo
CID100000937	20	Somnolence
CID100000937	35	Somnolence
CID100000937	19	Libido increased
CID100000937	1	Nervousness
CID100000937	35	Paraesthesia
CID100000937	35	Skin burning sensation
CID100000937	26	Tinnitus
CID100000937	29	Migraine
CID100000942	6	Memory impairment
CID100000942	42	Memory impairment
CID100000942	1	Anxiety
CID100000942	5	Confusional state
CID100000942	35	Confusional state
CID100000942	17	Drug abuse
CID100000942	35	Dysgeusia
CID100000942	35	Burning sensation
CID100000942	20	Insomnia
CID100000942	39	Insomnia
CID100000942	1	Agitation
CID100000942	35	Agitation
CID100000942	6	Amnesia
CID100000942	42	Amnesia
CID100000942	3	Aphasia
CID100000942	35	Aphasia
CID100000942	35	Sensory loss
CID100000942	1	Tension
CID100000942	17	Mental disorder
CID100000942	35	Dizziness
CID100000942	29	Headache
CID100000942	38	Convulsion
CID100000942	4	Dysphonia
CID100000942	35	Dysphonia
CID100000942	17	Withdrawal syndrome
CID100000942	17	Dependence
CID100000942	31	Respiratory paralysis
CID100000942	3	Disturbance in attention
CID100000942	42	Disturbance in attention
CID100000942	35	Nervous system disorder
CID100000942	35	Coordination abnormal
CID100000942	35	Syncope
CID100000942	35	Hypoaesthesia
CID100000942	20	Abnormal dreams
CID100000942	39	Abnormal dreams
CID100000942	17	Tobacco withdrawal symptoms
CID100000942	35	Loss of consciousness
CID100000942	14	Flat affect
CID100000942	14	Apathy
CID100000942	35	Motor dysfunction
CID100000942	15	Irritability
CID100000942	20	Sleep disorder
CID100000942	14	Affect lability
CID100000942	35	Vertigo
CID100000942	31	Tremor
CID100000942	20	Somnolence
CID100000942	35	Somnolence
CID100000942	1	Nervousness
CID100000942	14	Mood swings
CID100000942	35	Paraesthesia
CID100000942	22	Completed suicide
CID100000942	29	Migraine
CID100000942	17	Nicotine dependence
CID100000946	35	Loss of consciousness
CID100000946	35	Hypoaesthesia
CID100000946	35	Paraesthesia
CID100000946	35	Syncope
CID100000946	34	Vision blurred
CID100000946	1	Anxiety
CID100000946	35	Dizziness
CID100000948	29	Headache
CID100000948	38	Convulsion
CID100000948	20	Somnolence
CID100000948	35	Somnolence
CID100000948	5	Confusional state
CID100000948	35	Confusional state
CID100000948	14	Euphoric mood
CID100000948	37	Neuropathy peripheral
CID100000948	30	Intracranial pressure increased
CID100000948	35	Dizziness
CID100000951	29	Headache
CID100000951	15	Aggression
CID100000951	34	Photophobia
CID100000951	1	Anxiety
CID100000961	NONE	NONE
CID100001003	29	Headache
CID100001003	38	Convulsion
CID100001003	35	Hypoaesthesia
CID100001003	31	Paralysis flaccid
CID100001003	4	Dysarthria
CID100001003	35	Dysarthria
CID100001003	5	Confusional state
CID100001003	35	Confusional state
CID100001003	36	Muscular weakness
CID100001003	35	Paraesthesia
CID100001003	14	Flat affect
CID100001003	35	Sensory loss
CID100001003	14	Apathy
CID100001003	16	Throat tightness
CID100001003	35	Dizziness
CID100001046	NONE	NONE
CID100001054	29	Headache
CID100001054	20	Somnolence
CID100001054	35	Somnolence
CID100001054	37	Neuropathy peripheral
CID100001054	35	Paraesthesia
CID100001065	1	Anxiety
CID100001065	5	Confusional state
CID100001065	35	Confusional state
CID100001065	24	Cerebral ischaemia
CID100001065	1	Agitation
CID100001065	35	Agitation
CID100001065	34	Scotoma
CID100001065	34	Blindness
CID100001065	3	Aphasia
CID100001065	35	Aphasia
CID100001065	5	Disorientation
CID100001065	35	Disorientation
CID100001065	31	Dystonia
CID100001065	1	Tension
CID100001065	26	Optic neuritis
CID100001065	17	Mental disorder
CID100001065	34	Vision blurred
CID100001065	35	Dizziness
CID100001065	29	Headache
CID100001065	38	Convulsion
CID100001065	35	Ataxia
CID100001065	36	Muscular weakness
CID100001065	35	Nervous system disorder
CID100001065	5	Delirium
CID100001065	35	Syncope
